id,title,contents,platform,author,published_at,url,region,hit_words,polarity,classification
2025010158,李荣浩——《戒烟》,ocr: @李万豪989 @李万豪989 content: 李荣浩——《戒烟》,微博,李万豪989,2025-09-23 18:50:44,http://weibo.com/5831264106/Q5V7l0yDf,柬埔寨,戒烟,中性,评论观点类
2025010154,戒烟了呵呵,content: 戒烟了呵呵,微博,美希小希,2025-09-23 18:33:48,http://weibo.com/6313728976/Q5V0sBGsz,辽宁省,戒烟,中性,评论观点类
2025010189,这儿就是大北京能不来就别来,ocr: BLUEBERRYBALLMENTHOLCHINA尽早戒烟有益健康戒烟可减少对健康的危害@晴天有时会下猪u content: 这儿就是大北京能不来就别来,微博,晴天有时会下猪u,2025-09-23 18:13:42,http://weibo.com/6971871656/Q5USj2Jra,四川省,戒烟,中性,评论观点类
2025010122,戒烟戒烟。以此为证,content: 戒烟戒烟。以此为证,微博,如是信解不生法相,2025-09-23 18:06:29,http://weibo.com/6139901302/Q5UPnds2I,江西省,戒烟戒烟,中性,评论观点类
2025010134,#鸭嘴兽##鸭嘴兽[超话]##戒烟##戒烟神器##悦刻##适合女孩子抽的烟##刻悦[超话]#,ocr: 冰爆正品精工鸭嘴兽正品精工小黑条悦弹悦杆5代6代冰神飞雾1/2星空H版辣妹扑克崧出单付☆@悦子鸭鸭 content: #鸭嘴兽##鸭嘴兽[超话]##戒烟##戒烟神器##悦刻##适合女孩子抽的烟##刻悦[超话]#,微博,悦子鸭鸭,2025-09-23 18:03:25,http://weibo.com/9170368664/Q5UO8bB0d,新疆维吾尔自治区,戒烟,中性,评论观点类
2025010131,非常想戒烟但是不知道第一步该怎么做？作为一个大一学生已经抽了很多年烟了，周围人都在吸烟戒烟有点阻力，请各位给我出一下照#戒烟##戒烟[超话]#,content: 非常想戒烟但是不知道第一步该怎么做？作为一个大一学生已经抽了很多年烟了，周围人都在吸烟戒烟有点阻力，请各位给我出一下照#戒烟##戒烟[超话]#,微博,三分有点库112233,2025-09-23 17:49:32,http://weibo.com/7812752922/Q5UIuAidh,山东省,戒烟,中性,评论观点类
2025010142,戒烟,content: 戒烟,微博,为什么我不是艾克,2025-09-23 17:43:34,http://weibo.com/5857528027/Q5UG4qqQX,浙江省,戒烟,中性,报道事实类
2025010129,李荣浩《戒烟》[戒烟](http://t.cn/AXhe1Nh8)（@网易云音乐）,content: 李荣浩《戒烟》[戒烟](http://t.cn/AXhe1Nh8)（@网易云音乐）,微博,Dfreshlife,2025-09-23 17:36:14,http://weibo.com/7965686174/Q5UD5DQBm,安徽省,戒烟,中性,报道事实类
2025010116,《戒烟行动》《我会替你美言几句》,ocr: 太坏了准备更坏希望如此吧你今天抽几根烟你咋没跟我汇报呢使劲儿贴贴我的宝抽了两根第一根是中午吃完饭第二根是三点多@linnnlin 今天没抽别人的呀你确定？真的没骗我吗我有时装傻但你不能往死里骗我没有~我看起来很好骗吗@linnnlin 真不是人不算他希望你说的是真的真哒！骗你是小狗哦哈哈哈哈哈哈哈哈看在你这么可爱的份上，我就相信你了吧休想骗到我@linnnlin 你管严点让他戒烟嘉睿表现好了自己主动戒烟了不错不错！鼓掌！ content: 《戒烟行动》《我会替你美言几句》,微博,linnnliin,2025-09-23 17:07:14,http://weibo.com/6320488088/Q5UrkdBqY,吉林省,戒烟,中性,评论观点类
202501011,发布了头条文章：《2024诸侯戒烟App国产榜前11名揭晓》 [2024诸侯戒烟App国产榜前11名揭晓](http://t.cn/AXheJc91) 制作：“中国烟民戒烟模式研究”课题组 图：《2024诸侯戒烟App国产榜》前11名 戒烟排行看诸侯！诸侯戒烟榜，戒烟界的排行榜系列。 戒烟app是中国烟民戒烟模式的一种。我们搜集到的国产戒烟app品牌，有50家以上。 那么，国产戒烟app品牌前11名，又是哪些呢？带着这个问题，本课题组按评分高低排名，制作排行榜，确定了前11名。其中，第1名4分，第11名1.4分。 2024诸侯戒烟app国产榜前11名，由“中国烟民戒烟模式研究”课题组制作完成，现由《戒烟界》发布。 本榜单前3名为：1 界烟盒子、2 帮你戒烟、2 戒烟打卡；其余排名为：4 简单戒烟、4 戒烟军团、6 3氪烟、7 戒烟、8 大师兄记烟、8 戒烟小目标、8 戒烟专家、11 无烟。详见附件。 注意，其中有些戒烟app品牌名称发生了变更，如：帮你戒烟 App（中疾控戒烟 App）、戒烟 App（云川戒烟助手 App）。 如有与戒烟相关的合作，欢迎联系。联系方式如下： 1.邮箱：outsourcing@sohu.com；微博：戒烟界； 2.联系人：张明辉，《戒烟界》项目主任、“中国烟民戒烟模式研究”课题组组长。 2025年2月21日 附件：2024诸侯戒烟App国产榜前11名 按评分从高到低排名。评分保留1位小数点。 排名、戒烟app品牌、评分 1 界烟盒子 App 4 2 帮你戒烟 App 3 2 戒烟打卡 App 3 4 简单戒烟 App 2.9 4 戒烟军团 App 2.9 6 3氪烟 App 2.8 7 戒烟 App 2.3 8 大师兄记烟 App 1.5 8 戒烟小目标 App 1.5 8 戒烟专家 App 1.5 11 无烟 App 1.4 编辑：关云短 来源：戒烟界,ocr: 戒烟界“中国烟民戒烟请候戒烟榜模式研究”课题组《2024诸侯戒烟App国产榜》前11名排名戒烟app品牌评分1界烟盒子App42帮你戒烟App3乙戒烟打卡App34简单戒烟App2.94戒烟军团App2.963氪烟App2.87戒烟App2.38大师兄记烟App1.58戒烟小目标App1.58戒烟专家App1.511无烟App1.4来源：戒烟界 content: 发布了头条文章：《2024诸侯戒烟App国产榜前11名揭晓》 [2024诸侯戒烟App国产榜前11名揭晓](http://t.cn/AXheJc91) 制作：“中国烟民戒烟模式研究”课题组 图：《2024诸侯戒烟App国产榜》前11名 戒烟排行看诸侯！诸侯戒烟榜，戒烟界的排行榜系列。 戒烟app是中国烟民戒烟模式的一种。我们搜集到的国产戒烟app品牌，有50家以上。 那么，国产戒烟app品牌前11名，又是哪些呢？带着这个问题，本课题组按评分高低排名，制作排行榜，确定了前11名。其中，第1名4分，第11名1.4分。 2024诸侯戒烟app国产榜前11名，由“中国烟民戒烟模式研究”课题组制作完成，现由《戒烟界》发布。 本榜单前3名为：1 界烟盒子、2 帮你戒烟、2 戒烟打卡；其余排名为：4 简单戒烟、4 戒烟军团、6 3氪烟、7 戒烟、8 大师兄记烟、8 戒烟小目标、8 戒烟专家、11 无烟。详见附件。 注意，其中有些戒烟app品牌名称发生了变更，如：帮你戒烟 App（中疾控戒烟 App）、戒烟 App（云川戒烟助手 App）。 如有与戒烟相关的合作，欢迎联系。联系方式如下： 1.邮箱：outsourcing@sohu.com；微博：戒烟界； 2.联系人：张明辉，《戒烟界》项目主任、“中国烟民戒烟模式研究”课题组组长。 2025年2月21日 附件：2024诸侯戒烟App国产榜前11名 按评分从高到低排名。评分保留1位小数点。 排名、戒烟app品牌、评分 1 界烟盒子 App 4 2 帮你戒烟 App 3 2 戒烟打卡 App 3 4 简单戒烟 App 2.9 4 戒烟军团 App 2.9 6 3氪烟 App 2.8 7 戒烟 App 2.3 8 大师兄记烟 App 1.5 8 戒烟小目标 App 1.5 8 戒烟专家 App 1.5 11 无烟 App 1.4 编辑：关云短 来源：戒烟界,微博,诸侯戒烟榜,2025-09-23 16:42:07,http://weibo.com/2254676285/Q5Uh8sRYc,浙江省,戒烟,中性,报道事实类
