id,title,contents,platform,author,published_at,url,region,hit_words,polarity,classification
2025010152,【减重23斤重现“S”曲线，血压正常，失眠好，成功戒烟】青玄135家园满月聚会纪实,"title: 【减重23斤重现“S”曲线，血压正常，失眠好，成功戒烟】青玄135家园满月聚会纪实 summary: 减重23斤重现S曲线，血压正常，失眠好，成功戒烟青玄135家园满月聚会纪实.诗睿学长：20岁的诗睿同修，辟谷后睡眠变好了，跟妈妈约定每周一辟谷，周二回谷，精神状态越来越好。贤宁学长：幽默风趣、美丽大方的贤宁同修为我们带来了无尽欢乐，自己以素为主，口味清淡，辟谷后身材紧致，深刻理解到辟谷最高境界是辟心。 content: 青玄辟谷 正本清源 福寿康宁 乐修九九 ""; ""; 華元４７２２年七月三十，喜贺青玄135家园弥月吉祥！家人们从上海、广州、香港、澳门、江门、东莞、深圳等地齐聚一堂。 家人们蜕变的喜悦与成长的感悟，一段段精彩分享，谱写着生命绽放的华章： 结兰同修辟谷14天、回谷14天，减重23斤，身形重现昔日“S”曲线，穿上美丽旗袍自信满满； 健菊同修曾靠安眠药入睡，辟谷停药后一个多月，每天一觉深睡到天亮； 郭娟同修135期辟谷后又参加了香谷，减重23.4斤，妩媚娇羞，优雅自信； 60岁王芒同修特意从上海赶来分享喜悦，辟谷后高血压停药至今，越来越好； 李阳同修辟谷14天，减重25斤，彻底戒烟了，皮肤细腻光滑； 香港小翠同修，把艾灸带回家，全家人感冒、发烧、牙痛，用西药几日不见效，艾灸后很快好转； 水豪班长辟谷14天、回谷14天，减重23斤，感恩能有缘走进青玄，是福气也是缘分； 更多家人的精彩分享详见文中详述…… 独行快，众行远，愿青玄135家园如温暖明灯，照亮家人们身心灵的归途。愿大家持恒精进，福寿康宁，共赴乐修九九之约！ ， 视频丨喜贺青玄135家园 弥月吉祥 ""; 家人签到 ""; ""; ""; ""; ""; 主持人开场 ""; 青玄老师致辞 ""; ""; 同修辟谷分享 ""; 水豪班长： 优秀的水豪班长认真、负责，有担当、有爱心，有幸跟随青玄老师前往肇庆看望老兵，内心非常触动。 辟谷14天，回谷14天，减重23斤，身材挺拔，神采奕奕，懂得控制口欲。 能够有缘一起走进青玄，是福气，是缘分。今天的月聚不是结束，是刚刚开始。 希望大家虎蹲、吉祥方在群里打卡，互相扶持，三个月以后书院再相聚。 视频丨“致敬英雄，情暖老兵” 青玄公益走进肇庆 九一八慰问老兵 ""; ""; 结兰学长： 结兰同修辟谷14天，回谷14天，减重23斤，穿上穿美丽的旗袍，重现“S”形身材，同修们都很惊讶自己的变化，自己感到自豪骄傲。 之前毛孔粗大，现在毛孔非常细腻，面色红润，人生真正的做到了蜕变重生。 ""; 健菊学长： 菊子同修跟大家收获不一样的是减的是“心灵”上的重，自辟谷回去后睡眠非常好，没有吃过一颗安眠药，每天都可以一觉深睡到天亮。 心态也变好了，每天都在用吉祥方、枸杞蛋，坚持运动健身，看到自己状态越来越好，心情也非常好，感恩青玄改变了自己。 从最开始虎蹲2分钟到现在可以虎蹲38分钟，腰间盘问题通过虎蹲解决了。 ""; 郭娟学长： 郭娟同修135期辟谷后又参加了香谷，减重23.4斤，从女汉子到妩媚娇羞，优雅自信； 在制香的过程中心静了很多。 老师说用香的过程减肥速度会加快，自己早中晚都用果然有效。之前在国外待了2年时间，买衣服都不想买， 瘦下来整个人自信了，试衣服都觉得好看， 昨天一下买了20件衣服。 困扰很久的脖子上的肉瘤，135期出谷当天就消失了，学会了掌控欲望。 ""; ""; 李阳学长： 从广州赶来的 李阳同修，辟谷14天，减重25斤，彻底戒烟了！一直认真吃白玉汤，肤色变的越来越好，皮肤细腻光滑，白了两个度。 ""; 翠晶学长： 香港 翠晶同修，起初因为感冒来辟谷，收获远超预期。回去后把咖啡换成吉祥方，水煮蛋变成枸杞蛋，经常吃白玉汤，脾胃也好了。 把艾灸带回家，全家人感冒、发烧，用西药调理几日不见效，艾灸后很快好转。家婆和妈妈去镶牙，牙痛得不得了，听老师的话“哪里痛灸哪里”，用艾灸不到2小时就不痛了。 ""; 其兴同修： 其兴同修感言我们一定要热爱这些对自己有益的功法：服气、虎蹲、大字桩，时刻要保持正知、正念。 看到青玄老师去肇庆做公益，唤醒内在的慈悲，想要提高自己的内在力量，感知到内在的丰盈是我们一生的功课。",微信,青玄书院,2025-09-23 18:10:00,http://mp.weixin.qq.com/s?__biz=MzAxMjkzMTI4MQ==&mid=2247616172&idx=1&sn=95756ec3a27bba5f3104506b093c7397&chksm=9a801b9b2e0484b17c09b9105221881937bbd306adf6481f1862e82940fe1095d01fd68996db#rd,江苏省,戒烟,中性,报道事实类
2025010123,和盛堂制药助推中医药戒烟行业完善标准,title: 和盛堂制药助推中医药戒烟行业完善标准 summary: 9月18日，中国控烟与健康协会在北京举办中医药戒烟创新应用与发展专题研讨会。会议期间，中国控烟与健康协会副会长单位，兰州和盛堂制药股份有限公司董事长夏祥进行专题汇报，分享企业中药制剂福康片在戒烟领域的临床应用效果与推广实践，为科研成果落地转化提供宝贵的产业参考。 content: 9月18日，中国控烟与健康协会在北京举办“中医药戒烟创新应用与发展”专题研讨会。会议期间，中国控烟与健康协会副会长单位，兰州和盛堂制药股份有限公司董事长夏祥进行专题汇报，分享企业中药制剂“福康片”在戒烟领域的临床应用效果与推广实践，为科研成果落地转化提供宝贵的产业参考。 据了解，中国控烟与健康协会正联合产学研用各方力量，积极推动制定符合中医药理论体系、契合临床实际需求、具备国际认可度的技术与服务标准，为中医药戒烟行业高质量发展树立“风向标”与“硬杠杠”。截至目前，协会已收到控烟相关标准立项申请14项，其中中医药戒烟相关团体标准立项申请3项，北京中医药大学联合陕西中医药大学、兰州和盛堂制药股份有限公司、河南尼瑞克科技有限公司分别牵头立项《中医药疗法戒烟实践指南》《中医药戒烟产品助力戒烟工作的临床疗效判定与推广应用指南》《控烟贴/戒烟贴通用技术要求与质量控制规范》。 此次研讨会不仅是中医药戒烟领域的行业盛会，更是响应《健康中国2030规划纲要》、落实中医药传承创新发展战略的具体实践。通过搭建多领域协同对话平台，研讨会进一步凝聚行业共识、整合优势资源、突破关键瓶颈，将有力推动中医药戒烟技术创新、服务升级与标准完善，为降低我国吸烟率、提升国民健康素养提供坚实助力。 来源：兰州新区报,微信,兰州新区政务服务和营商环境局,2025-09-23 17:34:12,http://mp.weixin.qq.com/s?__biz=MzE5ODM4MjQyNw==&mid=2247505263&idx=4&sn=6c47739280d36ef9cb57fdf11310ca98&chksm=97bbf0e99e837d86d8340b566740b658ad7196c648283e96eeed2120156617a7d5518886628a#rd,北京市,戒烟、控烟,中性,报道事实类
2025010136,全民健康生活方式宣传月丨从青春开始的“健康倒计时”？早戒烟，早获益！,"title: 全民健康生活方式宣传月丨从青春开始的“健康倒计时”？早戒烟，早获益！ summary: 全民健康生活方式宣传月丨从青春开始的健康倒计时？早戒烟，早获益！·任何年龄，戒烟都不晚：无论是刚刚开始吸烟的青少年，还是烟龄几十年的老烟枪，只要下定决心戒烟，就能从中获益。 content: "";""; 编者按 每年9月是全民健康生活方式宣传月，今年的活动主题为“培养健康生活方式，筑牢家庭健康基石”。为广泛传播健康理念，普及健康科普知识，树立每个人做自己健康第一责任人的理念，强化家庭和个人健康生活方式指导及干预，近期，特推出全民健康生活方式行动系列宣传，敬请关注。 ""; 一支小小的烟，可能对大家的健康造成严重的威胁，尤其对青少年而言，过早沾染烟瘾，为未来埋下重重隐患。值得庆幸的是，无论何时开启戒烟进程，都意味着生命将迈向健康的全新起点。 ""; 早吸烟，高风险：青春不该背负的“健康债” 研究证实，开始吸烟年龄越小、吸烟量越大、吸烟年限越长，慢性阻塞性肺疾病等多种慢性病的发病风险越高。吸烟严重损害青少年的呼吸系统和心血管系统。不仅如此，烟草中的尼古丁还可能会影响青少年的大脑发育。 对于正处于生长发育黄金期的青少年，吸烟的危害更大： · 呼吸系统“健康透支”：青少年的肺部尚未发育成熟，烟草中的焦油、多环芳烃等有害物质，会直接损伤呼吸道黏膜，降低肺部的防御能力。长期吸烟，不仅会频繁引发咳嗽、咳痰，还会使肺功能受损，让原本健康的肺每况愈下。 · 心血管系统“危机四伏”：青少年的心血管系统还在发育，长期受烟草侵蚀，未来患冠心病、心肌梗死等疾病的概率大幅上升。 · 大脑发育“悄然受损”：尼古丁可能会干扰大脑正常发育，影响注意力、记忆力和学习能力。有研究发现，吸烟的青少年，更容易出现学习障碍、焦虑、抑郁等问题。 ""; 早戒烟，早获益：任何时候都能拥抱健康 吸烟严重危害身体健康，戒烟是健康生活的第一步。 · 短期可见的改变：戒烟20分钟后，心率和血压就会逐渐恢复正常；12小时后，血液中一氧化碳的含量下降至正常水平。 · 长期显著的健康提升：戒烟1年后，冠心病风险降低约50%；戒烟5年后，中风的风险降低至与不吸烟者相近；戒烟10年后，患肺癌的风险降低至吸烟者的一半左右。 ""; · 任何年龄，戒烟都不晚：无论是刚刚开始吸烟的青少年，还是烟龄几十年的“老烟枪”，只要下定决心戒烟，就能从中获益。 吸烟不是成熟的标志，更不是排解压力的良方，它带来的只有健康透支和身体的病痛。而戒烟，永远是最明智的选择。通过“中国戒烟平台”微信小程序获取专业戒烟帮助，能有效提升戒烟成功率。 如果你还没有吸烟，请拒绝第一支烟；如果你已经开始吸烟，别犹豫，立刻行动起来去尝试戒烟！你的身体，比你想象中更渴望健康的拥抱。 ""; 来源：健康中国 责编：昊麟 审核：春晓 本平台投稿邮箱：bjswjjxjk@163.com 版权声明：转载请联系授权并注明来源！ ""; "";",微信,宝鸡卫生健康,2025-09-23 17:32:59,http://mp.weixin.qq.com/s?__biz=MzUxNTU1NzU4NA==&mid=2247784942&idx=4&sn=32b84e99b5aa78d0aa960af174897bba&chksm=f8aa094ace1da766935ae95218846e00a6939a82e4346ad2ee250d8611cce41579af141d494b#rd,未知,戒烟,中性,报道事实类
202501011,健康生活方式，从戒烟开始,"title: 健康生活方式，从戒烟开始 summary: 每年9月是全民健康生活方式宣传月，合理膳食、适量运动、戒烟限酒、心理平衡是健康四大基石，其中戒烟对于预防慢性疾病、提升生命质量意义重大。 content: ""; ""; 健康生活方式 从戒烟开始 ""; 每年9月是全民健康生活方式宣传月，“合理膳食、适量运动、戒烟限酒、心理平衡”是健康四大基石，其中戒烟对于预防慢性疾病、提升生命质量意义重大。 ""; ""; 吸烟，代价超乎想象 ""; 就经济成本而言：以日均1包烟（20元）、烟龄30年计算，一生吸烟成本高达21.9万元，这几乎等同于一辆中档汽车的价格。 你以为抽烟只是烧钱？不，你是在挑战身体的承受极限！每支烟燃烧时会释放7000多种化学物质，其中至少70种为致癌物。长期吸烟，无疑是在给身体埋下 “定时炸弹”。据统计，吸烟者平均寿命比不吸烟者缩短10年，且极易诱发癌症、肺部疾病、心脑血管疾病等。 ""; 二手烟危害同样不容小觑，尤其对儿童而言。儿童呼吸频率高于成人，对二手烟更为敏感。长期暴露在二手烟环境中，不仅会增加患癌、肺部及心脑血管疾病的风险，烟草中的尼古丁还会抑制生长激素分泌，干扰营养吸收，影响儿童骨骼发育，甚至可能对智力发育产生不良影响 。 ""; ""; ""; 戒烟，全家携手行动 ""; ""; 1.家庭环境改造 打造无烟家庭，清理家中所有烟具，如打火机、烟缸、卷烟、电子烟等，用坚果、水果等健康零食替代，减少因环境因素引发的 “条件反射”式吸烟。 ""; 2.家庭成员责任 家庭成员应自觉做到不吸烟、不敬烟、不劝烟，礼尚往来时不送烟，全力支持家人戒烟，共同学习烟草危害知识，提升对吸烟危害的认知。 ""; ""; 3.家庭奖励机制 设定阶段性戒烟目标，如1周、1个月不吸烟，达成目标后全家共同庆祝，比如享用一顿健康大餐、购置运动装备等。还可将戒烟节省下来的钱存入“家庭健康基金”，用于未来的健康投资，如体检、旅游等。 ""; 如果……还是戒不了 叮叮叮！！ 欢迎光临～ 全省首家社区戒烟门诊 上城区采荷街道社区卫生服务中心 地址：采荷街道双菱路16号 服务时间：每周一、周四8:30-11:30 （节假日除外） ""; 截至八月底 该门诊已服务152位戒烟者 通过心理指导、行为干预、药物辅助等治疗 成功帮助70人完全戒烟 ·医生简介· ""; ""; ""; ""; 无烟上城：控烟行动GO！ ""; 今年以来，上城区在14个街道的医疗机构、学校、广场、商场、地铁站等重点公共场所，开展了控烟展板巡展宣传活动，向居民普及烟草危害及戒烟知识，覆盖受益群众达3.3万余人，积极倡导健康生活方式。 供稿 | 区疾控中心（区卫生监督所）、采荷中心 "";",微信,健康上城,2025-09-23 17:32:51,http://mp.weixin.qq.com/s?__biz=MzA5NTg0MjgyOQ==&mid=2651588747&idx=2&sn=764cf7470dd552213e28b0523d83e525&chksm=8a0ab0daf459bbd4a5fef206675c49e76ad7d30bd0ec685cd88b9d7bd4e15aa0381f988f12ad#rd,浙江省,戒烟、控烟,中性,报道事实类
2025010170,@所有居民，请开门！这项调查邀您共同参与,"title: @所有居民，请开门！这项调查邀您共同参与 summary: 为什么要做烟草流行监测？各监测点抽取2个村，每村至少调查50户家庭，每户中随机抽取1名15岁及以上符合条件的调查对象，四川天府新区共调查300人。问卷只可以由调查对象本人完成，调查员会面对面问询进行调查。 content: 居民朋友们 2025年烟草流行监测调查工作 开始啦！ 为什么要做烟草流行监测？ 调查哪些内容？会不会泄露个人信息？ 我知道您很急 但您先别急 接下来为您一一揭晓 ↓↓↓ Q 为什么开展烟草流行监测调查？ 通过开展居民烟草流行监测现场调查工作，可以更好地了解烟草流行现状和变化趋势，客观评价控烟工作阶段性成效，从而为进一步制定有效的控烟政策提供数据支撑。同时，我们也可以利用监测结果开展控烟政策宣传和教育活动，提高公众对烟草危害的认识和控烟意识。 Q 每个人都需要参与这个调查吗？ 经四川省和成都市抽样，四川天府新区万安街道、兴隆街道、籍田街道为2025年居民烟草流行监测点。各监测点抽取2个村（社），每村（社）至少调查50户家庭，每户中随机抽取1名15岁及以上符合条件的调查对象，四川天府新区共调查300人。 ""; Q 需要调查什么内容呢？ 问卷涉及到的调查内容有：家庭情况、个人基本信息、烟草使用情况、烟草健康相关问题、控烟政策认知。 Q 具体何时开展？需要多长时间？ 时间：2025年9-10月 调查时长：约10-15分钟（具体时间取决于您配合和答题思考时间）。 Q 万一我答不上来怎么办？可以家人帮忙吗？ 请家人、调查员代答，或者上网搜题，会影响调查结果的真实性，作答都是无效的。问卷只可以由调查对象本人完成，调查员会面对面问询进行调查。请您如实负责任地回答问卷的问题，不知道也没关系，真实作答即可。根据规定，我们的调查员不能给予您任何答题帮助，调查完成后还可能会电话回访进行质量控制。如您接到核实电话，请您积极配合。 Q 填写调查问卷会不会泄露信息？ 请您放心，您的个人信息和回答的内容都会被严格保密，您提供的所有信息只为控烟政策提供数据支撑，不会对您和您的家人产生任何不利影响。 若您被选中调查，希望您这样做 在百忙之中抽出时间，积极配合调查员的调查工作。 如实认真回答问卷上的问题，完整地完成问卷，不知道问题答案也没关系，真实作答即可。 如果您有急事无法接受调查，也不要紧，可以与调查员预约其他时间。 为确保调查工作的真实开展，在调查完成后，工作人员还可能通过现场复核或电话回访的方式再次联系您回答相关题目，请您配合进行质量控制。 感谢您在百忙之中 抽出宝贵时间参与本次调查 入户不易，希望您能多多理解配合 您的支持是我们的最大动力！ 未来，我们将以此次调查为指引 全力守护居民健康 再次向您致以最诚挚的谢意 愿您和家人身体健康、万事顺遂！ 来源：公共卫生中心 编辑：何可欣 责编：李晓怡 审核：杨子涵 """,微信,天府教卫发布,2025-09-23 17:29:30,http://mp.weixin.qq.com/s?__biz=MzA3NjI1MjM5NQ==&mid=2697190155&idx=2&sn=9a165efb0c1c3b61ea3044a1c70a4427&chksm=bb8d9cb64816c212e338333636b421fa00848e1a08dee132c1231522eeb386fe13389602de30#rd,四川省,控烟,中性,报道事实类
2025010140,戒烟快一周了烟瘾还没下去……,"title: 戒烟快一周了烟瘾还没下去…… summary: 戒烟快一周了烟瘾还没下去。 content: 戒烟快一周了烟瘾还没下去…… 今天跟哥们儿吃饭，他知道我还在跟烟瘾较劲，就从包里掏了这个让我试试，我拿着这玩意儿，心里一点儿底都没有，不知道能不能行。 个人观点，仅供参考 , , 2025-09-23 17:28 ,",微信,仁心药士,2025-09-23 17:28:56,http://mp.weixin.qq.com/s?__biz=MzkyOTg2NTM4MA==&mid=2247488902&idx=1&sn=4440593a359544eb33330e666ccc8638&chksm=c32af56d9f6976e5c5b2487f7d00cab4fa7a422959ce73adcc511923eb4c0c3e67ab5c96916f#rd,未知,戒烟,负面,评论观点类
2025010119,昨天戒烟满一周……,"title: 昨天戒烟满一周…… summary: 昨天戒烟满一周。 content: 昨天戒烟满一周…… 晚上烟瘾犯了特别想抽，跟兄弟说了后，他今天直接带了这个来让我赶紧用，我瞅着这东西，心里也没个准儿，不知道能不能戒掉烟。 个人观点，仅供参考 , , 2025-09-23 17:28 ,",微信,仁心药士,2025-09-23 17:28:50,http://mp.weixin.qq.com/s?__biz=MzkyOTg2NTM4MA==&mid=2247488899&idx=1&sn=f0b45f630d741536d8d9e07d2fe94eff&chksm=c382aa661b0f45c589b6b248156ba00c750de9db2d70e35005e838627f167d817427cd12cfb6#rd,未知,戒烟,中性,评论观点类
2025010127,戒烟第 3 天感觉烟瘾越来越大……,"title: 戒烟第 3 天感觉烟瘾越来越大…… summary: 戒烟第3天感觉烟瘾越来越大。 content: 戒烟第 3 天感觉烟瘾越来越大…… 刚才去超市碰到邻居张哥，他知道我戒烟就给我拿了这个，说试试能缓解烟瘾，我拿着这玩意儿，也不知道真的有没有效果啊！ 个人观点，仅供参考 , , 2025-09-23 17:28 ,",微信,仁心药士,2025-09-23 17:28:42,http://mp.weixin.qq.com/s?__biz=MzkyOTg2NTM4MA==&mid=2247488900&idx=1&sn=16cab64a53d4a8d8b50cc34e41b18136&chksm=c31638e2c2f5273c9ebcfaf8750162518ca9559dbbcd4bf9fe043600684ba0d0588eac22aeaf#rd,未知,戒烟,负面,评论观点类
2025010125,愁得慌，戒烟第 6 天烟瘾还是那么大……,"title: 愁得慌，戒烟第 6 天烟瘾还是那么大…… summary: 愁得慌，戒烟第6天烟瘾还是那么大。 content: 愁得慌，戒烟第 6 天烟瘾还是那么大…… 我妈跟我姨说了后，姨下午就给我送了这个，说让我用这个戒烟，我也不知道这玩意儿真能管用吗？ 个人观点，仅供参考 , , 2025-09-23 17:28 ,",微信,心灵懂药,2025-09-23 17:28:19,http://mp.weixin.qq.com/s?__biz=Mzk1NzQwNzE3MA==&mid=2247487607&idx=1&sn=c29808571b82657053cd6035af0e3291&chksm=c25fd04a4c47b57e41408c8bc65683b1405eae3ec2e316ad343789e9a73ec96e9c1b32a314a0#rd,未知,戒烟,中性,评论观点类
2025010113,戒烟快 10 天了……,"title: 戒烟快 10 天了…… summary: 戒烟快10天了。 content: 戒烟快 10 天了…… 本来以为快好了，结果今天烟瘾突然就上来了，嫂子听说后特意给我拿了这个，说她弟戒的时候就靠这个，我拿着心里也没底，不知道能不能行。 个人观点，仅供参考 , , 2025-09-23 17:28 ,",微信,心灵懂药,2025-09-23 17:28:06,http://mp.weixin.qq.com/s?__biz=Mzk1NzQwNzE3MA==&mid=2247487605&idx=1&sn=85c660949eac0a69aa727ab62f19b4a5&chksm=c2f644b318a92ee47db145b9f0ee92c559cbebf3e6df630001e8eaee32cdb1a134d1b52be973#rd,未知,戒烟,中性,评论观点类
